gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	CycloheximideControl_mean_psi	CycloheximideTDP43KD_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
ANK1	ENSG00000029534.21	ENSG00000029534.21:s:41661801-41661941	0.0962;-0.1304;0.0301	4.971e-01;5.592e-01;2.663e-01	7.038e-02;3.758e-02;1.568e-01	0.0312;0.4952;0.4677	0.1518;0.3018;0.5423	s|1e1.1o1|1e2.1o1|2e2.1o1	3	3	0;0;0	chr8	-	41661564-41661876;41655753-41661876;41655753-41661801	41653220-41655753;41660989-41661564;41661801-41661941		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A41661941-41653220
ANK1	ENSG00000029534.21	ENSG00000029534.21:s:41684544-41684690	-0.2012;0.0384;0.1385	7.728e-01;1.704e-01;6.022e-01	1.144e-02;2.620e-01;3.396e-02	0.5638;0.0697;0.3468	0.3272;0.1303;0.5462	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr8	-	41672912-41684544;41672529-41684544;41672426-41684544	41672354-41672426;41672516-41672912;41684544-41684690		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A41684690-41672354
ANK1	ENSG00000029534.21	ENSG00000029534.21:s:41733971-41734069	0.2349;-0.2349	8.969e-01;8.969e-01	3.943e-03;3.943e-03	0.0558;0.9442	0.3181;0.6819	s|1e1.1o1|1e2.1o1	2	3	1;0	chr8	-	41732233-41733971;41728006-41733971	na-41732233;41727908-41728006;41733971-41734069		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A41734069-41727908
ANK1	ENSG00000029534.21	ENSG00000029534.21:t:41653220-41655753	-0.0001;-0.0773;0.1040;-0.0062;-0.0001	1.350e-05;4.102e-01;4.785e-01;7.075e-03;1.350e-05	9.973e-01;8.089e-02;5.775e-02;7.706e-01;9.973e-01	0.0034;0.4921;0.4671;0.0401;0.0034	0.0020;0.3530;0.6284;0.0070;0.0020	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|i	5	4	0;0;0;0;1	chr8	-	41655753-41663659;41655753-41661876;41655753-41661801;41655753-41661430;41655754-41660988	41653220-41655753;41660989-41661564;41661801-41661941;41663659-41663742	41655754-41660988	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A41663742-41653220
FAM13B	ENSG00000031003.10	ENSG00000031003.10:s:137959616-137959763	0.2260;-0.2260	9.982e-01;9.982e-01	1.251e-06;1.251e-06	0.6783;0.3217	0.9071;0.0929	s|1e1.1o1|1e2.1o2	2	3	0;0	chr5	-	137956542-137959616;137954376-137959616	137954166-137954624;137956477-137956542;137959616-137959763		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A137959763-137954166
FAM13B	ENSG00000031003.10	ENSG00000031003.10:s:138020763-138021197	-0.0169;-0.0694;0.1005;-0.0004	8.861e-03;3.021e-01;4.973e-01;1.488e-08	6.269e-01;1.548e-01;7.168e-02;9.853e-01	0.0734;0.3648;0.5291;0.0256	0.0538;0.2834;0.6418;0.0197	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;1	chr5	-	138019977-138021031;138019146-138021031;138018514-138021031;138011945-138021031	138011768-138011945;138018302-138018514;138018955-138019146;138019881-138019977;138020763-138021197		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A138021197-138011768
FAM13B	ENSG00000031003.10	ENSG00000031003.10:t:137954166-137954624	-0.2527;0.2523;0.0009	9.998e-01;9.993e-01;7.355e-07	2.641e-08;4.809e-07;9.330e-01	0.3646;0.6041;0.0293	0.1099;0.8591;0.0287	t|1e1.1o1|1e2.1o1|2e2.1o1	3	3	0;0;1	chr5	-	137954376-137959616;137954376-137956477;137954356-137956477	137954166-137954624;137956477-137956542;137959616-137959763		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A137959763-137954166
FAM13B	ENSG00000031003.10	ENSG00000031003.10:t:138018302-138018514	0.1084;-0.1084	5.673e-01;5.673e-01	5.013e-02;5.013e-02	0.3600;0.6400	0.4802;0.5198	t|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	138018514-138021031;138018514-138018955	138018302-138018514;138018955-138019146;138020763-138021197		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A138021197-138018302
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:s:262201-262786	-0.0060;0.3423;-0.0153;-0.1262;-0.0789	6.615e-03;9.619e-01;3.079e-02;6.144e-01;3.760e-01	7.824e-01;8.840e-04;5.731e-01;4.610e-02;9.132e-02	0.0277;0.1927;0.0475;0.1823;0.5485	0.0031;0.5368;0.0031;0.0188;0.4340	s|1e1.2o2|1e2.2o2|1e3.1o1|2e1.1o2|i	5	4	0;0;0;0;1	chr2	-	260897-262631;260702-262631;253115-262631;261130-262201;261324-262200	253005-253115;260343-260720;260804-261323;262201-262786	261324-262200	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A262786-253005
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:s:263211-263372	-0.0288;-0.0077;-0.0276;0.1839;-0.0010;-0.0636	1.452e-01;2.153e-02;5.811e-02;7.943e-01;2.817e-03;3.106e-01	2.908e-01;5.715e-01;4.331e-01;1.297e-02;7.739e-01;1.461e-01	0.2875;0.0653;0.0847;0.1736;0.0305;0.3487	0.2459;0.0499;0.0363;0.3862;0.0283;0.2514	s|1e1.1o2|1e1.2o2|1e2.1o2|1e3.2o2|1e4.1o1|i	6	5	0;0;1;0;0;1	chr2	-	262786-263211;262750-263211;261130-263211;260702-263211;253115-263211;262787-263210	253005-253115;260343-260720;260804-261323;262201-262786;263211-263372	262787-263210	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A263372-253005
SH3YL1	ENSG00000035115.22	ENSG00000035115.22:t:218136-219001	-0.0589;-0.0074;-0.0078;0.1354;-0.0001	2.654e-01;5.726e-02;1.655e-03;7.792e-01;1.625e-08	1.816e-01;4.620e-01;7.657e-01;9.905e-03;9.968e-01	0.3776;0.5341;0.0426;0.0243;0.0140	0.2992;0.5209;0.0135;0.1610;0.0008	t|1e1.1o1|1e2.2o2|1e3.1o1|1e4.1o1|i	5	5	0;0;1;1;1	chr2	-	219001-229966;219001-224864;219001-221464;219001-219747;219002-221463	218136-219001;219747-na;221464-221728;224864-224920;229894-230044	219002-221463	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A230044-218136
RFC1	ENSG00000035928.16	ENSG00000035928.16:s:39308378-39309032	0.0000;0.1186;-0.1595;0.0005;0.0073;-0.0000	7.586e-21;6.305e-01;8.507e-01;1.115e-09;2.474e-06;7.587e-21	1.000e+00;3.954e-02;8.170e-03;9.849e-01;8.143e-01;1.000e+00	0.0100;0.2845;0.6653;0.0100;0.0110;0.0201	0.0056;0.4106;0.5027;0.0255;0.0452;0.0134	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|2e2.1o2|2e2.2o2	6	4	0;0;0;1;1;1	chr4	-	39307471-39308636;39306704-39308636;39306701-39308636;39304928-39308636;39306704-39308378;39306701-39308378	39304814-39304928;39306592-39306704;39307376-39307471;39308378-39309032		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A39309032-39304814
RFC1	ENSG00000035928.16	ENSG00000035928.16:s:39311445-39311549	-0.2443;-0.0043;0.2637	9.989e-01;1.050e-07;1.000e+00	2.551e-07;8.785e-01;5.114e-12	0.8610;0.0406;0.0971	0.6143;0.0218;0.3633	s|1e1.1o1|1e2.2o2|1e3.1o1	3	4	0;1;0	chr4	-	39309032-39311445;39306701-39311445;39304928-39311445	39304814-39304928;39306592-39306704;39308378-39309032;39311445-39311549		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A39311549-39304814
RFC1	ENSG00000035928.16	ENSG00000035928.16:t:39304814-39304928	0.2762;0.0000;-0.2858	1.000e+00;7.586e-21;1.000e+00	7.767e-19;1.000e+00;0.000e+00	0.0817;0.0098;0.9086	0.3531;0.0161;0.6343	t|1e1.1o1|1e2.1o2|1e3.1o1	3	4	0;1;0	chr4	-	39304928-39311445;39304928-39308636;39304928-39306592	39304814-39304928;39306592-39306704;39308378-39309032;39311445-39311549		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A39311549-39304814
RFC1	ENSG00000035928.16	ENSG00000035928.16:t:39306592-39306704	0.1231;0.0066;-0.0000;0.0018;-0.1412;0.0000	6.616e-01;1.416e-06;7.591e-21;8.294e-09;7.712e-01;7.587e-21	3.259e-02;8.280e-01;9.996e-01;9.119e-01;1.541e-02;1.000e+00	0.2742;0.0105;0.0221;0.0354;0.6390;0.0194	0.4003;0.0446;0.0095;0.0356;0.4933;0.0131	t|1e2.1o2|1e2.2o2|1e3.1o1|2e1.1o1|2e2.1o2|2e2.2o2	6	4	0;1;0;1;0;1	chr4	-	39306704-39308636;39306704-39308378;39306704-39307376;39306701-39311445;39306701-39308636;39306701-39308378	39306592-39306704;39307376-39307471;39308378-39309032;39311445-39311549		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A39311549-39306592
FBXO42	ENSG00000037637.11	ENSG00000037637.11:t:16253096-16253427	-0.0471;0.0000;0.1043;-0.0332	2.095e-02;7.587e-21;5.493e-01;5.399e-02	4.529e-01;1.000e+00;4.391e-02;4.351e-01	0.0747;0.0026;0.8145;0.1083	0.0035;0.0090;0.9265;0.0573	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	1;0;0;1	chr1	-	16253181-16253635;16253181-16253556;16253152-16253635;16253152-16253556	16253096-16253427;16253556-16253593;16253635-16253731		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A16253731-16253096
ZFYVE16	ENSG00000039319.17	ENSG00000039319.17:s:80408013-80408153	0.0000;0.0000;0.1274;-0.1592	7.587e-21;7.597e-21;6.602e-01;8.316e-01	1.000e+00;9.987e-01;3.476e-02;8.936e-03	0.0019;0.0004;0.2515;0.7474	0.0102;0.0188;0.3903;0.5824	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr5	+	80408153-80409692;80408153-80411646;80408153-80427492;80408153-80434109	80408013-80408153;80409692-80410340;80411646-80411773;80427492-80427545;80434109-80434217		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A80434217-80408013
SPDL1	ENSG00000040275.17	ENSG00000040275.17:s:169588535-169588843	0.0761;0.0303;-0.1213	3.437e-01;8.445e-02;6.005e-01	1.290e-01;3.858e-01;4.317e-02	0.0807;0.0941;0.8192	0.1699;0.1417;0.6957	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr5	+	169588575-169590753;169588575-169590756;169588575-169591048	169588535-169588843;169590753-169590829;169591048-169591074		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A169591074-169588535
INPP4A	ENSG00000040933.16	ENSG00000040933.16:s:98555553-98556122	0.0970;0.0006;-0.1173;0.0008	4.762e-01;2.473e-05;5.767e-01;6.474e-05	7.659e-02;9.726e-01;5.084e-02;9.401e-01	0.6927;0.0074;0.2778;0.0143	0.8184;0.0204;0.1404;0.0228	s|1e1.1o1|1e2.1o1|2e1.1o1|i	4	3	0;1;0;1	chr2	+	98555691-98559463;98555691-98563465;98555808-98559463;98556123-98559462	98555553-98556122;98559463-98559495;98563465-98563637	98556123-98559462	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A98563637-98555553
INPP4A	ENSG00000040933.16	ENSG00000040933.16:s:98564640-98564763	-0.1751;0.1751	7.339e-01;7.339e-01	1.671e-02;1.671e-02	0.8090;0.1910	0.5981;0.4019	s|1e1.1o2|1e2.1o1	2	3	0;1	chr2	+	98564763-98565640;98564763-98566029	98564640-98564763;98565640-98565766;98566028-98566169		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A98566169-98564640
INPP4A	ENSG00000040933.16	ENSG00000040933.16:t:98566028-98566169	0.1145;-0.1145	5.449e-01;5.449e-01	5.400e-02;5.400e-02	0.1239;0.8761	0.2589;0.7411	t|1e1.1o1|1e2.1o1	2	3	1;0	chr2	+	98564763-98566029;98565766-98566029	98564640-98564763;98565640-98565766;98566028-98566169		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A98566169-98564640
ATP6V1H	ENSG00000047249.18	ENSG00000047249.18:s:53814662-53814766	0.1566;-0.1566	8.953e-01;8.953e-01	2.573e-03;2.573e-03	0.7574;0.2426	0.9152;0.0848	s|1e1.1o1|1e2.1o1	2	3	0;0	chr8	-	53811217-53814662;53801896-53814662	53801799-53801896;53811164-53811217;53814662-53814766		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A53814766-53801799
ATP6V1H	ENSG00000047249.18	ENSG00000047249.18:t:53801799-53801896	-0.1171;0.0811;0.0161	6.650e-01;3.648e-01;1.326e-04	1.789e-02;1.017e-01;6.849e-01	0.1964;0.7849;0.0195	0.0782;0.8725;0.0476	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr8	-	53801896-53814662;53801896-53811164;53801896-53806742	53801799-53801896;53806742-53806858;53811164-53811217;53814662-53814766		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A53814766-53801799
KATNIP	ENSG00000047578.13	ENSG00000047578.13:s:27699534-27699599	-0.1487;0.1487	7.818e-01;7.818e-01	1.576e-02;1.576e-02	0.8417;0.1583	0.6762;0.3238	s|1e1.1o1|1e2.1o1	2	3	0;1	chr16	+	27699599-27701589;27699599-27703896	27699534-27699599;27701434-27701695;27703896-27703998		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A27703998-27699534
RRM2B	ENSG00000048392.12	ENSG00000048392.12:t:102232149-102232304	0.0997;-0.1124;-0.0001;0.0000;-0.0000;0.0000	5.029e-01;5.905e-01;5.384e-09;7.588e-21;7.586e-21;7.586e-21	6.940e-02;4.580e-02;9.970e-01;9.998e-01;1.000e+00;1.000e+00	0.7493;0.2226;0.0158;0.0034;0.0062;0.0005	0.8617;0.1025;0.0125;0.0152;0.0040;0.0040	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1|1e4.1o1	6	5	0;0;0;1;1;0	chr8	-	102232304-102238827;102232304-102238559;102232304-102238441;102232304-102238309;102232304-102236939;102232304-102234725	102232149-102232304;102234725-102234845;102236939-na;102238309-102238797;102238827-102238961		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A102238961-102232149
RSF1	ENSG00000048649.14	ENSG00000048649.14:s:77820528-77820869	0.2269;0.0992;0.0000;-0.0000;-0.3611;0.0000	1.000e+00;5.074e-01;7.046e-21;7.046e-21;1.000e+00;7.046e-21	2.701e-20;3.270e-02;1.000e+00;1.000e+00;0.000e+00;1.000e+00	0.0002;0.0002;0.0099;0.0123;0.9744;0.0016	0.2492;0.1207;0.0021;0.0011;0.6224;0.0031	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.1o1|i	6	3	1;1;1;0;0;1	chr11	-	77813787-77820528;77813783-77820528;77813708-77820528;77813701-77820528;77764689-77820528;77813788-77820527	77762050-77764690;77813354-77813787;77820528-77820869	77813788-77820527	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A77820869-77762050
ERCC8	ENSG00000049167.16	ENSG00000049167.16:s:60898276-60898400	-0.0570;0.1035;-0.0159;-0.0012;0.0000	1.369e-01;5.250e-01;7.122e-02;3.477e-06;7.586e-21	2.812e-01;6.453e-02;4.219e-01;9.625e-01;1.000e+00	0.0874;0.1362;0.7539;0.0254;0.0006	0.0236;0.2576;0.7226;0.0009;0.0009	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr5	-	60896515-60898276;60893643-60898276;60891086-60898276;60887520-60898276;60874683-60898276	60866454-60874683;60887318-60887520;60890624-60891086;60891688-60893643;60896021-60896515;60898276-60898400		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A60898400-60866454
ERCC8	ENSG00000049167.16	ENSG00000049167.16:t:60891688-60893643	0.1502;-0.1502	7.446e-01;7.446e-01	2.211e-02;2.212e-02	0.7991;0.2009	0.9915;0.0085	t|1e1.1o1|i	2	2	0;1	chr5	-	60893643-60898276;60893644-60896020	60891688-60893643;60898276-60898400	60893644-60896020	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A60898400-60891688
ERCC8	ENSG00000049167.16	ENSG00000049167.16:t:60904788-60905537	0.1471;0.0000;-0.0617;-0.0269;-0.0063	7.788e-01;7.046e-21;2.496e-01;6.053e-02;5.047e-04	1.816e-02;1.000e+00;1.939e-01;4.324e-01;8.047e-01	0.7301;0.0009;0.1357;0.0921;0.0393	0.8841;0.0009;0.0560;0.0491;0.0009	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	0;0;0;0;1	chr5	-	60904873-60918265;60904873-60915186;60904873-60909648;60904873-60907280;60905538-60907279	60904788-60905537;60907280-60907523;60909340-60909957;60915186-60915286;60916759-60918388	60905538-60907279	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A60918388-60904788
ERCC8	ENSG00000049167.16	ENSG00000049167.16:t:60924291-60924511	-0.0028;0.0000;-0.2153;0.0000;0.2131;0.0000	2.500e-02;2.981e-05;8.647e-01;2.981e-05;7.897e-01;2.981e-05	5.955e-01;9.952e-01;5.885e-03;9.952e-01;9.794e-03;9.952e-01	0.0554;0.0028;0.3031;0.0028;0.6468;0.0028	0.0429;0.0032;0.0434;0.0032;0.9079;0.0032	t|1e1.1o1|2e1.1o1|3e1.1o1|3e2.1o1|4e1.1o1|5e1.1o1	6	3	1;0;0;0;0;0	chr5	-	60924511-60928864;60924508-60928864;60924429-60928864;60924429-60927432;60924367-60928864;60924356-60928864	60924291-60924511;60925232-60927887;60928864-60928959		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A60928959-60924291
VAMP3	ENSG00000049245.13	ENSG00000049245.13:t:7773442-7773511	0.0858;0.0000;-0.1001	3.948e-01;7.587e-21;5.059e-01	1.073e-01;9.999e-01;6.867e-02	0.7015;0.0005;0.2980	0.7985;0.0123;0.1896	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;1;0	chr1	+	7771385-7773442;7773004-7773442;7773198-7773442	7771296-7771385;7772707-7773198;7773442-7773511		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A7773511-7771296
SLC4A8	ENSG00000050438.17	ENSG00000050438.17:s:51488699-51488860	-0.1013;0.1013	4.725e-01;4.725e-01	6.642e-02;6.642e-02	0.8389;0.1611	0.7019;0.2981	s|1e1.1o1|1e2.1o1	2	3	0;1	chr12	+	51488860-51489700;51488860-51493704	51488699-51488860;51489700-51489951;51493704-51493772		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A51493772-51488699
SLC4A8	ENSG00000050438.17	ENSG00000050438.17:t:51440708-51440852	0.0002;0.0000;0.0000;0.0300;0.0234;-0.1191;0.0000	1.727e-07;1.657e-10;7.587e-21;3.954e-02;5.480e-03;6.417e-01;7.586e-21	9.930e-01;1.000e+00;1.000e+00;4.743e-01;5.996e-01;3.463e-02;1.000e+00	0.0005;0.0005;0.0005;0.0367;0.0005;0.9607;0.0005	0.0196;0.0044;0.0047;0.0851;0.0585;0.8314;0.0006	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	7	8	0;0;0;1;0;0;0	chr12	+	51391488-51440708;51403289-51440708;51407897-51440708;51418247-51440708;51420208-51440708;51425035-51440708;51425414-51440708	na-51418247;51391317-51391488;51403163-51403289;51407803-51407897;51420100-51420208;51424831-51425035;51425117-51425414;51440708-51440852		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A51440852-51391317
SLC4A8	ENSG00000050438.17	ENSG00000050438.17:t:51493704-51493772	0.0212;0.1937;-0.2236	3.822e-02;9.096e-01;9.493e-01	5.007e-01;3.525e-03;1.509e-03	0.0415;0.0652;0.8945	0.0715;0.2661;0.6519	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr12	+	51485900-51493704;51488860-51493704;51489951-51493704	51485787-51485900;51488699-51488860;51489700-51489951;51493704-51493772		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A51493772-51485787
PIK3CB	ENSG00000051382.9	ENSG00000051382.9:s:138707159-138707621	0.1131;-0.1131	5.062e-01;5.062e-01	5.505e-02;5.505e-02	0.8054;0.1946	0.9651;0.0349	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	-	138704493-138707159;138699095-138707159	138698907-138699095;138704443-138704493;138707159-138707621		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A138707621-138698907
THOC3	ENSG00000051596.10	ENSG00000051596.10:s:175967111-175967267	0.1626;-0.1626	8.078e-01;8.078e-01	1.248e-02;1.248e-02	0.3353;0.6647	0.5102;0.4898	s|1e1.1o1|1e2.1o1	2	3	0;1	chr5	-	175965155-175967111;175961434-175967111	175961420-175961434;175964951-175965268;175967111-175967267		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A175967267-175961420
MPHOSPH9	ENSG00000051825.15	ENSG00000051825.15:s:123230037-123230522	-0.1259;-0.0470;0.2020;0.0000	5.784e-01;1.670e-01;8.695e-01;1.656e-09	4.253e-02;2.607e-01;5.970e-03;1.000e+00	0.6768;0.1399;0.1781;0.0014	0.5239;0.0682;0.3996;0.0017	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr12	-	123227616-123230261;123227572-123230261;123223127-123230261;123218499-123230261	123218376-123218499;123223038-123223127;123227463-123227616;123230037-123230522		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A123230522-123218376
FNIP2	ENSG00000052795.13	ENSG00000052795.13:t:158835405-158836658	-0.1729;0.1729	9.025e-01;9.025e-01	3.907e-03;3.907e-03	0.9196;0.0804	0.7327;0.2673	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	158833628-158835405;158833890-158835405	158833528-158833628;158833801-158833890;158835405-158836658		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A158836658-158833528
NNAT	ENSG00000053438.11	ENSG00000053438.11:s:37521206-37521403	0.1011;0.0000;-0.1201;0.0003	5.286e-01;7.046e-21;6.593e-01;1.045e-09	5.895e-02;1.000e+00;3.394e-02;9.893e-01	0.7621;0.0004;0.2262;0.0092	0.8748;0.0005;0.0997;0.0240	s|1e1.1o1|1e2.1o2|1e2.2o2|i	4	3	0;0;0;1	chr20	+	37521403-37522358;37521403-37522641;37521403-37522667;37521404-37522357	37521206-37521403;37522358-37522438;37522641-37523690	37521404-37522357	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A37523690-37521206
NNAT	ENSG00000053438.11	ENSG00000053438.11:t:37522641-37523690	0.0000;-0.0784;-0.0003;-0.0000;0.1176	7.586e-21;3.583e-01;3.644e-08;7.595e-21;6.257e-01	1.000e+00;1.238e-01;9.894e-01;9.991e-01;3.763e-02	0.0004;0.2558;0.0243;0.0183;0.7065	0.0006;0.1611;0.0006;0.0065;0.8318	t|1e1.1o1|2e1.1o1|2e2.1o3|2e2.2o3|2e2.3o3	5	3	0;0;0;0;0	chr20	+	37521403-37522641;37521403-37522667;37522384-37522667;37522433-37522667;37522438-37522667	37521206-37521403;37522358-37522438;37522641-37523690		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A37523690-37521206
MCF2L2	ENSG00000053524.13	ENSG00000053524.13:s:183276666-183276957	0.0198;0.0000;0.1941;-0.2472;0.0000	5.846e-02;5.208e-06;7.189e-01;8.527e-01;5.208e-06	4.708e-01;9.981e-01;1.529e-02;5.827e-03;9.981e-01	0.0124;0.0022;0.4101;0.5745;0.0022	0.0623;0.0030;0.6569;0.2809;0.0030	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	1;0;0;0;1	chr3	-	183275924-183276872;183273064-183276872;183231212-183276872;183231017-183276872;183273065-183276665	na-183275924;183230951-183231017;183231134-183231212;183272020-183273064;183276666-183276957	183273065-183276665	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A183276957-183230951
THRAP3	ENSG00000054118.15	ENSG00000054118.15:s:36293851-36293935	0.1229;-0.1084;0.0000	7.162e-01;5.841e-01;7.586e-21	2.184e-02;2.981e-02;1.000e+00	0.1400;0.8418;0.0199	0.2594;0.7247;0.0127	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr1	+	36293935-36294050;36293935-36296583;36293935-36300886	36293851-36293935;36294050-36294241;36296583-36296770;36300886-36301084		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A36301084-36293851
HHAT	ENSG00000054392.13	ENSG00000054392.13:s:210328252-210328641	0.1699;-0.0163;-0.1384;-0.0000	7.298e-01;1.588e-01;6.887e-01;8.841e-06	1.768e-02;2.714e-01;2.753e-02;9.969e-01	0.6368;0.1863;0.1708;0.0036	0.8526;0.1414;0.0033;0.0033	s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1	4	4	0;1;1;1	chr1	+	210328384-210348933;210328384-210362852;210328384-210387468;210328641-210348933	210328252-210328641;210348933-210349066;210362852-210362919;210387468-210387581		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210387581-210328252
HHAT	ENSG00000054392.13	ENSG00000054392.13:s:210328902-210329104	-0.0565;0.1293;-0.0564	2.875e-01;5.674e-01;2.793e-01	1.296e-01;4.069e-02;1.517e-01	0.6709;0.1495;0.1725	0.5805;0.3197;0.0813	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr1	+	210329104-210348933;210329104-210362852;210329104-210387468	210328902-210329104;210348933-210349066;210362852-210362919;210387468-210387581		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210387581-210328902
HHAT	ENSG00000054392.13	ENSG00000054392.13:s:210387468-210387581	-0.1207;0.0591;0.0199;0.0098	5.286e-01;3.114e-01;7.151e-02;8.852e-03	4.557e-02;1.252e-01;4.306e-01;7.339e-01	0.7046;0.2463;0.0482;0.0031	0.5213;0.3564;0.0890;0.0411	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr1	+	210387581-210400468;210387581-210404464;210387581-210418154;210387581-210513153	210387468-210387581;210400468-210400662;210404464-210404679;210418154-210418325;210513153-210513188		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A210513188-210387468
