# SignalP-5.0	Organism: Eukarya	Timestamp: 20220628144707
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000652513.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000652601.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000652654.1	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000652727.1	OTHER	0.000488	0.999512	
ENST00000653217.1	OTHER	0.044003	0.955997	
ENST00000659993.1	SP(Sec/SPI)	0.995668	0.004332	CS pos: 32-33. AAA-AA. Pr: 0.4632
ENST00000662305.1	OTHER	0.001079	0.998921	
ENST00000662604.1	SP(Sec/SPI)	0.995668	0.004332	CS pos: 32-33. AAA-AA. Pr: 0.4632
ENST00000667466.1	OTHER	0.001079	0.998921	
ENST00000667706.1	OTHER	0.000433	0.999567	
ENST00000669573.1	OTHER	0.008590	0.991410	
ENST00000669957.1	OTHER	0.000849	0.999151	
ENST00000671793.1	OTHER	0.001478	0.998522	
ENST00000672246.1	OTHER	0.001478	0.998522	
ENST00000672419.1	OTHER	0.002586	0.997414	
ENST00000672515.2	OTHER	0.001539	0.998461	
ENST00000672805.1	OTHER	0.000873	0.999127	
ENST00000672880.1	OTHER	0.001478	0.998522	
ENST00000672896.1	OTHER	0.000501	0.999499	
ENST00000672910.1	OTHER	0.002586	0.997414	
ENST00000673298.1	OTHER	0.001478	0.998522	
ENST00000673430.1	OTHER	0.001478	0.998522	
ENST00000673536.1	OTHER	0.000160	0.999840	
ENST00000673665.1	OTHER	0.000763	0.999237	
ENST00000673703.1	OTHER	0.001324	0.998676	
ENST00000673709.1	OTHER	0.000665	0.999335	
ENST00000673720.1	OTHER	0.000763	0.999237	
ENST00000673920.1	OTHER	0.001234	0.998766	
ENST00000673951.1	OTHER	0.001234	0.998766	
ENST00000673970.1	OTHER	0.000763	0.999237	
ENST00000674056.1	OTHER	0.010189	0.989811	
ENST00000674202.1	OTHER	0.343777	0.656223	
ENST00000674590.1	OTHER	0.000265	0.999735	
ENST00000674632.1	OTHER	0.000467	0.999533	
ENST00000674700.1	OTHER	0.000808	0.999192	
ENST00000674752.1	OTHER	0.001585	0.998415	
ENST00000674767.1	OTHER	0.039022	0.960978	
ENST00000674914.1	OTHER	0.002152	0.997848	
ENST00000674951.1	OTHER	0.000928	0.999072	
ENST00000675086.1	OTHER	0.000582	0.999418	
ENST00000675320.1	OTHER	0.001104	0.998896	
ENST00000675365.1	OTHER	0.000714	0.999286	
ENST00000675438.1	OTHER	0.000933	0.999067	
ENST00000675461.1	SP(Sec/SPI)	0.957230	0.042770	CS pos: 33-34. AGA-AP. Pr: 0.7823
ENST00000675489.1	OTHER	0.000933	0.999067	
ENST00000675612.1	OTHER	0.000734	0.999266	
ENST00000675695.1	OTHER	0.027910	0.972090	
ENST00000675736.1	OTHER	0.027910	0.972090	
ENST00000675843.1	OTHER	0.001500	0.998500	
ENST00000675896.1	OTHER	0.000710	0.999290	
ENST00000676179.1	OTHER	0.001555	0.998445	
ENST00000676184.1	OTHER	0.000582	0.999418	
ENST00000676192.1	OTHER	0.026601	0.973399	
ENST00000676261.1	OTHER	0.000933	0.999067	
ENST00000676271.1	OTHER	0.000467	0.999533	
ENST00000676371.1	OTHER	0.042887	0.957113	
ENST00000676388.1	OTHER	0.000729	0.999271	
ENST00000676440.1	OTHER	0.000933	0.999067	
ENST00000676464.1	OTHER	0.000550	0.999450	
ENST00000676659.1	SP(Sec/SPI)	0.995612	0.004388	CS pos: 20-21. VFA-QT. Pr: 0.8259
ENST00000676796.1	OTHER	0.003572	0.996428	
ENST00000676906.1	OTHER	0.003394	0.996606	
ENST00000677106.1	SP(Sec/SPI)	0.998806	0.001194	CS pos: 24-25. VRC-DT. Pr: 0.5697
ENST00000677227.1	OTHER	0.001032	0.998968	
ENST00000677264.1	OTHER	0.000753	0.999247	
ENST00000677328.1	OTHER	0.025694	0.974306	
ENST00000677340.1	OTHER	0.000734	0.999266	
ENST00000677468.1	SP(Sec/SPI)	0.999077	0.000923	CS pos: 24-25. VRC-DT. Pr: 0.5645
ENST00000677796.1	SP(Sec/SPI)	0.998614	0.001386	CS pos: 24-25. VRC-DT. Pr: 0.5760
ENST00000677976.1	SP(Sec/SPI)	0.998806	0.001194	CS pos: 24-25. VRC-DT. Pr: 0.5697
ENST00000678029.1	OTHER	0.000457	0.999543	
ENST00000678120.1	SP(Sec/SPI)	0.995612	0.004388	CS pos: 20-21. VFA-QT. Pr: 0.8259
ENST00000678380.1	OTHER	0.000550	0.999450	
ENST00000678506.1	SP(Sec/SPI)	0.998806	0.001194	CS pos: 24-25. VRC-DT. Pr: 0.5697
ENST00000678915.1	SP(Sec/SPI)	0.998806	0.001194	CS pos: 24-25. VRC-DT. Pr: 0.5697
ENST00000678956.1	OTHER	0.003088	0.996912	
ENST00000678989.1	SP(Sec/SPI)	0.995612	0.004388	CS pos: 20-21. VFA-QT. Pr: 0.8259
ENST00000679708.1	OTHER	0.000935	0.999065	
ENST00000679724.1	OTHER	0.013285	0.986715	
ENST00000679754.1	OTHER	0.001322	0.998678	
ENST00000679866.1	OTHER	0.001322	0.998678	
ENST00000680052.1	OTHER	0.000935	0.999065	
ENST00000680131.1	OTHER	0.003935	0.996065	
ENST00000680361.1	OTHER	0.004174	0.995826	
ENST00000680383.1	OTHER	0.013285	0.986715	
ENST00000680518.1	OTHER	0.000550	0.999450	
ENST00000680728.1	OTHER	0.000935	0.999065	
ENST00000680842.1	OTHER	0.001322	0.998678	
ENST00000681094.1	OTHER	0.003935	0.996065	
ENST00000681257.1	OTHER	0.001322	0.998678	
ENST00000681354.1	OTHER	0.001322	0.998678	
ENST00000681375.1	OTHER	0.001426	0.998574	
ENST00000681705.1	OTHER	0.003935	0.996065	
ENST00000682115.1	SP(Sec/SPI)	0.656951	0.343049	CS pos: 31-32. SQG-TT. Pr: 0.5209
ENST00000682208.1	OTHER	0.001539	0.998461	
ENST00000682243.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000682258.1	OTHER	0.488534	0.511466	
ENST00000682292.1	OTHER	0.000867	0.999133	
ENST00000682309.1	OTHER	0.025548	0.974452	
ENST00000682367.1	OTHER	0.000562	0.999438	
ENST00000682385.1	OTHER	0.000214	0.999786	
ENST00000682399.1	OTHER	0.005414	0.994586	
ENST00000682617.1	OTHER	0.000862	0.999138	
ENST00000682765.1	OTHER	0.001132	0.998868	
ENST00000683144.1	OTHER	0.001132	0.998868	
ENST00000683171.1	OTHER	0.001132	0.998868	
ENST00000683173.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000683215.1	SP(Sec/SPI)	0.656951	0.343049	CS pos: 31-32. SQG-TT. Pr: 0.5209
ENST00000683259.1	OTHER	0.001132	0.998868	
ENST00000683271.1	OTHER	0.000636	0.999364	
ENST00000683412.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000683462.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000683575.1	OTHER	0.000636	0.999364	
ENST00000683634.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000683635.1	OTHER	0.000702	0.999298	
ENST00000683639.1	OTHER	0.001539	0.998461	
ENST00000683706.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000683743.1	OTHER	0.001539	0.998461	
ENST00000683806.1	OTHER	0.471738	0.528262	
ENST00000683822.1	OTHER	0.002259	0.997741	
ENST00000683914.1	OTHER	0.001500	0.998500	
ENST00000683916.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000684068.1	SP(Sec/SPI)	0.656951	0.343049	CS pos: 31-32. SQG-TT. Pr: 0.5209
ENST00000684081.1	OTHER	0.008023	0.991977	
ENST00000684199.1	OTHER	0.001539	0.998461	
ENST00000684206.1	OTHER	0.001539	0.998461	
ENST00000684244.1	OTHER	0.008023	0.991977	
ENST00000684248.1	OTHER	0.001132	0.998868	
ENST00000684271.1	OTHER	0.001132	0.998868	
ENST00000684289.1	SP(Sec/SPI)	0.919990	0.080010	CS pos: 22-23. GVA-EG. Pr: 0.5164
ENST00000684333.1	OTHER	0.001539	0.998461	
ENST00000684368.1	OTHER	0.000636	0.999364	
ENST00000684608.1	OTHER	0.001539	0.998461	
ENST00000684661.1	SP(Sec/SPI)	0.892981	0.107019	CS pos: 25-26. NAA-QD. Pr: 0.3760
ENST00000684718.1	OTHER	0.000636	0.999364	
ENST00000684739.1	OTHER	0.001132	0.998868	
ENST00000684997.1	OTHER	0.000423	0.999577	
ENST00000685211.1	OTHER	0.000836	0.999164	
ENST00000685298.1	OTHER	0.000423	0.999577	
ENST00000685498.1	OTHER	0.023995	0.976005	
ENST00000685568.1	OTHER	0.000423	0.999577	
ENST00000685718.1	SP(Sec/SPI)	0.854773	0.145227	CS pos: 37-38. AST-QA. Pr: 0.4518
ENST00000685964.1	OTHER	0.001335	0.998665	
ENST00000686194.1	OTHER	0.294767	0.705233	
ENST00000686253.1	OTHER	0.000423	0.999577	
ENST00000686655.1	OTHER	0.008246	0.991754	
ENST00000686702.1	OTHER	0.001117	0.998883	
ENST00000686871.1	OTHER	0.000423	0.999577	
ENST00000687279.1	OTHER	0.001639	0.998361	
ENST00000687470.1	SP(Sec/SPI)	0.854773	0.145227	CS pos: 37-38. AST-QA. Pr: 0.4518
ENST00000687568.1	SP(Sec/SPI)	0.854773	0.145227	CS pos: 37-38. AST-QA. Pr: 0.4518
ENST00000688325.1	OTHER	0.000423	0.999577	
ENST00000688522.1	OTHER	0.343777	0.656223	
ENST00000688730.1	OTHER	0.033450	0.966550	
ENST00000689130.1	OTHER	0.033450	0.966550	
ENST00000689156.1	OTHER	0.013113	0.986887	
ENST00000689424.1	OTHER	0.002775	0.997225	
ENST00000689681.1	OTHER	0.003156	0.996844	
ENST00000689688.1	OTHER	0.001639	0.998361	
ENST00000690184.1	OTHER	0.000384	0.999616	
ENST00000690206.1	OTHER	0.000228	0.999772	
ENST00000690962.1	OTHER	0.000294	0.999706	
ENST00000691135.1	OTHER	0.343777	0.656223	
ENST00000691370.1	OTHER	0.000294	0.999706	
ENST00000691454.1	OTHER	0.343777	0.656223	
ENST00000692313.1	OTHER	0.001090	0.998910	
ENST00000692338.1	OTHER	0.016895	0.983105	
ENST00000692529.1	OTHER	0.001459	0.998541	
ENST00000693335.1	OTHER	0.000764	0.999236	
ENST00000693728.1	OTHER	0.001639	0.998361	
ENST00000693752.1	OTHER	0.000423	0.999577	
ENST00000694865.1	OTHER	0.000934	0.999066	
ENST00000694874.1	OTHER	0.001827	0.998173	
ENST00000694875.1	OTHER	0.001827	0.998173	
ENST00000694876.1	OTHER	0.001827	0.998173	
ENST00000694883.1	OTHER	0.001827	0.998173	
ENST00000694886.1	OTHER	0.001827	0.998173	
ENST00000694887.1	OTHER	0.001827	0.998173	
ENST00000694913.1	OTHER	0.000538	0.999462	
ENST00000694978.1	OTHER	0.000191	0.999809	
ENST00000695488.1	OTHER	0.000804	0.999196	
ENST00000695511.1	OTHER	0.000804	0.999196	
ENST00000696311.1	OTHER	0.000424	0.999576	
ENST00000696312.1	OTHER	0.000424	0.999576	
ENST00000696313.1	OTHER	0.000587	0.999413	
ENST00000696354.1	OTHER	0.000424	0.999576	
ENST00000696356.1	OTHER	0.000424	0.999576	
ENST00000696501.1	OTHER	0.001555	0.998445	
ENST00000696506.1	OTHER	0.001555	0.998445	
